Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Team_Worker,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
2,1,7,5,no,yes,full stack,hacking,medium,excellent,networks,testing,Sales and Marketing,yes,Fantasy,Management,smart worker,yes,no,Database Developer
6,4,1,4,no,no,r programming,hacking,poor,medium,Management,system developer,Web Services,no,Drama,Management,hard worker,yes,no,Database Developer
8,2,8,1,yes,yes,app development,web technologies,excellent,poor,Computer Architecture,cloud computing,Product based,yes,Horror,Management,smart worker,no,yes,Database Developer
2,0,6,5,yes,yes,machine learning,testing,medium,poor,data engineering,testing,Web Services,no,Journals,Management,smart worker,yes,no,Database Developer
9,0,5,3,no,no,information security,database security,poor,excellent,cloud computing,system developer,Product based,yes,Comics,Technical,hard worker,yes,no,Database Developer
6,2,1,2,yes,no,machine learning,testing,poor,poor,data engineering,developer,Cloud Services,no,Diaries,Management,smart worker,yes,yes,Database Developer
7,5,3,3,no,yes,distro making,testing,medium,medium,programming,developer,Finance,no,Series,Technical,hard worker,no,no,Database Developer
7,5,5,1,yes,yes,r programming,cloud computing,poor,poor,parallel computing,developer,product development,yes,Action and Adventure,Technical,smart worker,yes,yes,Database Developer
2,3,2,9,yes,no,shell programming,data science,medium,medium,Software Engineering,cloud computing,Product based,yes,Prayer books,Technical,hard worker,no,yes,Database Developer
6,5,6,8,no,no,machine learning,cloud computing,poor,excellent,Management,developer,Cloud Services,yes,Horror,Technical,smart worker,no,no,Database Developer
5,2,8,6,no,no,app development,database security,poor,medium,hacking,Business process analyst,product development,yes,Romance,Management,smart worker,no,no,Database Developer
6,4,5,4,yes,no,r programming,database security,medium,poor,programming,system developer,product development,no,Journals,Management,hard worker,no,no,Database Developer
4,0,2,8,no,yes,machine learning,game development,medium,excellent,Management,testing,Finance,yes,Math,Technical,smart worker,yes,yes,Database Developer
9,0,6,2,no,no,machine learning,database security,poor,poor,hacking,system developer,Service Based,no,Science,Management,smart worker,no,yes,Database Developer
2,0,1,1,yes,no,machine learning,web technologies,medium,poor,parallel computing,cloud computing,Finance,yes,Health,Management,smart worker,no,yes,Database Developer
3,6,2,7,yes,yes,information security,data science,poor,excellent,data engineering,cloud computing,Testing and Maintainance Services,yes,History,Management,hard worker,yes,yes,Database Developer
3,3,6,1,no,no,information security,hacking,medium,excellent,IOT,security,BPA,yes,Fantasy,Management,smart worker,no,no,Database Developer
9,0,1,5,yes,yes,distro making,cloud computing,excellent,medium,networks,Business process analyst,Finance,yes,Childrens,Management,hard worker,no,no,Database Developer
1,1,4,8,yes,yes,app development,system designing,poor,excellent,Management,system developer,Sales and Marketing,no,Horror,Management,smart worker,no,no,Database Developer
7,6,7,8,no,yes,python,database security,poor,excellent,hacking,testing,Finance,yes,Satire,Management,hard worker,no,no,Database Developer
4,1,6,9,yes,yes,full stack,game development,medium,medium,Software Engineering,security,Sales and Marketing,yes,Travel,Technical,smart worker,no,yes,Database Developer
9,5,2,8,no,yes,information security,system designing,poor,medium,hacking,system developer,SAaS services,yes,Religion-Spirituality,Technical,hard worker,no,no,Database Developer
3,0,5,1,no,yes,hadoop,web technologies,poor,medium,programming,Business process analyst,Testing and Maintainance Services,yes,Encyclopedias,Technical,hard worker,no,yes,Database Developer
1,5,8,9,yes,no,distro making,system designing,excellent,excellent,parallel computing,Business process analyst,Testing and Maintainance Services,yes,Childrens,Management,smart worker,no,no,Database Developer
1,2,3,6,yes,no,r programming,data science,medium,medium,programming,developer,Cloud Services,no,Journals,Management,hard worker,yes,no,Database Developer
7,1,5,6,yes,yes,distro making,testing,poor,medium,Software Engineering,testing,SAaS services,yes,Horror,Technical,hard worker,yes,yes,Database Developer
9,4,8,1,no,yes,information security,cloud computing,excellent,poor,IOT,security,Finance,no,Fantasy,Management,hard worker,yes,yes,Database Developer
1,4,5,9,no,yes,hadoop,data science,poor,medium,Software Engineering,cloud computing,SAaS services,yes,Science fiction,Technical,hard worker,yes,yes,Database Developer
9,0,9,6,no,no,information security,testing,medium,excellent,parallel computing,testing,Service Based,no,Trilogy,Technical,smart worker,no,yes,Database Developer
7,4,1,9,no,yes,python,web technologies,medium,excellent,networks,system developer,Web Services,yes,Health,Management,smart worker,no,yes,Database Developer
8,1,2,9,no,no,r programming,testing,excellent,poor,parallel computing,testing,Product based,yes,Diaries,Technical,smart worker,yes,yes,Database Developer
6,3,4,6,no,no,r programming,game development,poor,poor,hacking,system developer,SAaS services,yes,Action and Adventure,Management,hard worker,no,yes,Database Developer
8,0,6,6,yes,no,r programming,game development,excellent,medium,data engineering,system developer,Web Services,no,Childrens,Technical,hard worker,no,yes,Database Developer
6,4,9,1,yes,yes,app development,testing,poor,poor,parallel computing,developer,Testing and Maintainance Services,yes,Math,Management,smart worker,yes,no,Database Developer
3,5,9,5,yes,yes,shell programming,web technologies,poor,poor,Management,Business process analyst,Service Based,no,Health,Management,smart worker,yes,yes,Database Developer
3,1,4,9,yes,yes,information security,system designing,medium,poor,cloud computing,developer,Cloud Services,yes,Self help,Technical,hard worker,yes,yes,Database Developer
2,1,7,7,no,yes,r programming,game development,medium,excellent,parallel computing,cloud computing,Service Based,yes,Guide,Management,hard worker,no,yes,Database Developer
8,1,7,5,no,yes,information security,database security,excellent,poor,networks,security,Sales and Marketing,no,Diaries,Technical,smart worker,no,no,Database Developer
2,4,5,3,no,yes,shell programming,cloud computing,medium,medium,Software Engineering,developer,Finance,yes,Science fiction,Technical,smart worker,no,no,Database Developer
4,6,2,8,no,no,distro making,web technologies,medium,poor,parallel computing,system developer,SAaS services,no,Romance,Management,hard worker,no,no,Database Developer
8,1,8,4,yes,no,python,system designing,excellent,medium,IOT,system developer,Service Based,yes,Poetry,Technical,smart worker,no,yes,Database Developer
2,0,3,4,no,yes,machine learning,system designing,excellent,medium,IOT,security,product development,no,Mystery,Technical,smart worker,no,no,Database Developer
4,6,8,1,yes,no,app development,testing,medium,excellent,programming,security,Service Based,no,Trilogy,Technical,hard worker,yes,no,Database Developer
1,4,3,3,no,yes,shell programming,cloud computing,excellent,poor,Software Engineering,developer,Finance,yes,Cookbooks,Technical,smart worker,yes,yes,Database Developer
3,6,9,3,no,yes,python,cloud computing,excellent,medium,Computer Architecture,Business process analyst,Finance,yes,Satire,Management,hard worker,yes,yes,Database Developer
6,2,1,7,yes,yes,full stack,game development,poor,excellent,data engineering,Business process analyst,Web Services,no,Poetry,Management,hard worker,no,no,Database Developer
5,0,9,3,no,yes,distro making,system designing,medium,excellent,networks,developer,Product based,yes,Health,Technical,hard worker,yes,yes,Database Developer
2,1,3,7,yes,yes,machine learning,system designing,medium,excellent,programming,cloud computing,Sales and Marketing,yes,Anthology,Management,smart worker,no,no,Database Developer
4,3,8,8,yes,no,hadoop,game development,medium,excellent,networks,cloud computing,Finance,yes,Prayer books,Technical,smart worker,no,yes,Database Developer
7,5,7,5,yes,no,hadoop,web technologies,medium,poor,Computer Architecture,security,Testing and Maintainance Services,yes,Fantasy,Technical,hard worker,no,no,Database Developer
5,4,7,7,no,no,hadoop,database security,medium,excellent,data engineering,developer,Service Based,no,Trilogy,Management,smart worker,no,yes,Database Developer
6,4,2,5,yes,no,r programming,system designing,medium,medium,cloud computing,system developer,Service Based,no,Drama,Technical,hard worker,yes,yes,Database Developer
2,3,6,3,no,no,hadoop,testing,excellent,excellent,Software Engineering,cloud computing,Testing and Maintainance Services,no,Journals,Technical,hard worker,no,yes,Database Developer
6,3,6,6,yes,yes,full stack,hacking,poor,poor,Software Engineering,testing,Product based,no,Travel,Management,smart worker,no,no,Database Developer
2,1,7,7,yes,yes,app development,data science,medium,medium,parallel computing,cloud computing,product development,yes,Horror,Technical,smart worker,yes,yes,Database Developer
1,3,5,5,yes,yes,r programming,web technologies,excellent,excellent,programming,developer,Product based,yes,Science,Technical,smart worker,yes,no,Database Developer
6,4,4,6,no,yes,shell programming,game development,excellent,poor,hacking,security,product development,no,Encyclopedias,Management,smart worker,no,yes,Database Developer
1,1,2,2,yes,no,r programming,cloud computing,medium,poor,Software Engineering,security,Cloud Services,yes,Drama,Technical,hard worker,yes,yes,Database Developer
7,4,8,2,no,no,r programming,system designing,poor,poor,Computer Architecture,testing,Service Based,yes,Drama,Management,smart worker,yes,yes,Database Developer
1,0,3,9,no,no,app development,data science,poor,poor,Management,testing,Testing and Maintainance Services,no,Science fiction,Technical,smart worker,yes,no,Database Developer
8,5,5,6,yes,yes,r programming,hacking,excellent,poor,Software Engineering,cloud computing,Service Based,no,Guide,Technical,smart worker,no,no,Database Developer
2,2,5,9,no,no,hadoop,database security,medium,poor,parallel computing,system developer,BPA,no,Horror,Management,smart worker,no,yes,Database Developer
9,3,7,1,yes,no,python,hacking,medium,poor,Software Engineering,Business process analyst,Cloud Services,yes,Horror,Management,smart worker,yes,yes,Database Developer
3,4,1,6,no,yes,full stack,web technologies,poor,excellent,Software Engineering,developer,SAaS services,no,Biographies,Management,smart worker,yes,yes,Database Developer
8,1,9,6,yes,no,python,web technologies,medium,poor,Management,cloud computing,Sales and Marketing,yes,Diaries,Management,smart worker,no,yes,Database Developer
4,4,4,2,yes,yes,information security,hacking,medium,medium,Software Engineering,developer,Product based,no,Science,Management,smart worker,no,no,Database Developer
9,6,4,9,no,no,shell programming,hacking,poor,poor,data engineering,cloud computing,Service Based,yes,Health,Technical,smart worker,no,no,Database Developer
4,1,8,8,no,no,app development,system designing,medium,poor,parallel computing,testing,Service Based,no,Poetry,Technical,hard worker,yes,yes,Database Developer
6,3,6,6,yes,yes,python,web technologies,excellent,medium,data engineering,cloud computing,Web Services,yes,Biographies,Management,smart worker,no,no,Database Developer
4,0,5,5,yes,yes,full stack,data science,excellent,excellent,Software Engineering,cloud computing,Web Services,no,Self help,Technical,smart worker,yes,no,Database Developer
4,5,6,5,no,yes,machine learning,testing,medium,medium,Software Engineering,developer,Finance,yes,Comics,Management,hard worker,no,no,Database Developer
5,6,7,7,no,yes,full stack,cloud computing,medium,medium,data engineering,system developer,Product based,no,Math,Technical,smart worker,no,no,Database Developer
6,2,4,8,yes,yes,machine learning,database security,poor,excellent,Computer Architecture,cloud computing,Web Services,yes,Horror,Management,hard worker,yes,no,Database Developer
3,6,4,1,yes,yes,hadoop,system designing,poor,excellent,hacking,Business process analyst,Web Services,yes,Encyclopedias,Management,smart worker,no,no,Database Developer
6,1,6,3,no,no,python,game development,medium,medium,Software Engineering,cloud computing,Product based,no,Art,Technical,hard worker,yes,no,Database Developer
5,5,5,7,yes,yes,distro making,game development,poor,medium,Management,Business process analyst,product development,no,Cookbooks,Technical,smart worker,no,no,Database Developer
7,4,9,5,yes,yes,shell programming,system designing,excellent,medium,data engineering,system developer,Cloud Services,yes,Guide,Management,smart worker,yes,no,Database Developer
7,1,9,3,yes,yes,shell programming,data science,poor,poor,networks,cloud computing,SAaS services,yes,Poetry,Technical,smart worker,no,no,Database Developer
